Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2025-02-28 15:25:27.024 +0530,"Success",0:00:00,0,0,0,"20250228_152527.024/LogFile.txt","","",1
2025-02-28 15:26:03.772 +0530,"Success",0:00:00,0,0,0,"20250228_152603.772/LogFile.txt","","",1
2025-02-28 15:26:28.624 +0530,"Success",0:00:00,0,0,0,"20250228_152628.624/LogFile.txt","","",1
2025-02-28 15:38:50.869 +0530,"Success",0:00:00,0,0,0,"20250228_153850.869/LogFile.txt","","",1
